Team,Player,Position,PredictedRating,RatingPoints_Avg,TimeOnGround,Disposals,Marks,Tackles,Goals_Total,Goals_Avg,Inside50s,Rebound50s,MetresGained,TotalClearances,IsSelected
Fremantle,Hugh Davies,,4.76756139953056,,,,,,,,,,,,1
Fremantle,Mason Cox,,5.30256402740444,3.163,56.625,6.625,2,1.875,2,0.25,0.375,0.75,81.25,1.625,1
Fremantle,Cooper Simpson,,5.47654374451694,,,,,,,,,,,,1
Fremantle,Jaren Carr,,5.71701389189729,,,,,,,,,,,,1
Fremantle,Charlie Nicholls,,5.71701389189729,,,,,,,,,,,,1
Fremantle,Tobyn Murray,,5.71701389189729,,,,,,,,,,,,1
Fremantle,Ollie Murphy,,5.71701389189729,,,,,,,,,,,,1
Fremantle,Aiden Riddle,,5.71701389189729,,,,,,,,,,,,1
Fremantle,Adam Sweid,,5.71701389189729,,,,,,,,,,,,1
Fremantle,Leon Kickett,,5.71701389189729,,,,,,,,,,,,1
Fremantle,Toby Whan,,5.71701389189729,,,,,,,,,,,,1
Fremantle,Ryda Luke,,5.71701389189729,,,,,,,,,,,,1
Fremantle,Jeremy Sharp,,5.72030272639766,6.35,67.5,12,6,1,2,1.0,2,0,216,0,1
Fremantle,Oscar McDonald,,5.8300562511269,6.62,91.2,12.2,4.4,2,0,0.0,1,3.2,203.4,0.2,1
Fremantle,Joshua Draper,,6.08279395284292,,,,,,,,,,,,1
Fremantle,Brandon Walker,,6.48187055343022,5,91,10,0,1,0,0.0,1,2,203,1,1
Fremantle,Christopher Scerri,,6.7421792265371,6.371,68.143,9.571,0.857,1.714,1,0.143,1.143,0.286,80.143,0.143,1
Fremantle,Jye Amiss,,7.08110644933248,8.523,89.154,10.154,4.846,1.077,32,2.462,0.846,0,148.692,0.077,1
Fremantle,Judd McVee,,7.12939832751493,6.825,79,16.083,4.417,0.667,0,0.0,1.333,3.167,200.833,1,1
Fremantle,Sam Sturt,,7.24846169874822,,,,,,,,,,,,1
Fremantle,Patrick Voss,,7.39537709095088,6.375,86.333,11.75,4.333,3.167,24,2.0,2,0.167,211.917,0.167,1
Fremantle,Bailey Banfield,,7.48068457869349,,,,,,,,,,,,1
Fremantle,Michael Frederick,,7.48935792769931,9.287,75.5,12.5,3.5,1.625,10,1.25,2.75,0.75,263.875,0.75,1
Fremantle,Karl Worner,,7.51514929620269,7.223,80.154,18.231,5.846,2.231,0,0.0,1.385,4.462,352.231,0.538,1
Fremantle,Isaiah Dudley,,7.54071330233542,8.3,69.462,9,1.462,2.692,17,1.308,1.385,0.231,134.538,0.538,1
Fremantle,Alex Pearce,,7.54157480928929,6.964,77.182,8.091,3.636,1.182,0,0.0,0.636,1.818,107.636,0.182,1
Fremantle,Brennan Cox,,7.57447285883722,7.14,76.7,13,5.3,1.8,0,0.0,0.6,3,171.3,0.1,1
Fremantle,Heath Chapman,,7.70962337907795,8.077,85.538,16.769,5.923,1.769,1,0.077,2.154,3.154,311.077,0.231,1
Fremantle,Neil Erasmus,,7.93136344258693,6.131,74,17.462,4,3.077,4,0.308,2.462,2.231,241.308,1.692,1
Fremantle,Corey Wagner,,8.50658468446878,7.783,75.75,18.083,3.583,2.333,0,0.0,2.917,2.917,396.75,1.25,1
Fremantle,Luke Ryan,,8.59408171152447,8.875,86.5,20.833,7.5,1.667,0,0.0,1.417,4.833,424.583,0.083,1
Fremantle,Jaeger O'Meara,,8.66748188351703,8.075,71.75,16.75,3.5,3,0,0.0,2.5,1.25,261.75,2,1
Fremantle,Nathan O'Driscoll,,8.85353066995967,10.15,78.667,20,4,1.833,1,0.167,3.333,1.167,300.833,1.167,1
Fremantle,Matthew Johnson,,9.32262224397148,9.625,74.917,16.083,2.25,3,4,0.333,2.583,1,252.417,2.083,1
Fremantle,Sam Switkowski,,9.54123172346939,9.077,72.385,11.231,2.154,2.692,10,0.769,2.231,0.077,139.462,0.615,1
Fremantle,Jordan Clark,,9.59277778720953,9.454,83.385,22.462,5,1.923,1,0.077,3.077,5,492.462,1.154,1
Fremantle,Josh Treacy,,10.2891639771183,11.946,88.308,13.923,7.077,2.462,32,2.462,2.692,0.154,270.308,0.077,1
Fremantle,Sean Darcy,,10.4681202320775,6.18,44.4,7.2,1.4,1.8,1,0.2,1.6,0,94.4,1.4,1
Fremantle,Murphy Reid,,10.9179073813836,11,82.846,23.769,3.615,2.231,9,0.692,4.154,0.846,315.077,2.154,1
Fremantle,Shai Bolton,,12.3694707774595,15.115,81.538,24.385,2.692,3.154,13,1.0,5.923,0.923,432.538,4.385,1
Fremantle,Andrew Brayshaw,,12.4992233567498,11.331,78.077,23.846,2.692,6,4,0.308,3.538,1,362.769,4.769,1
Fremantle,Hayden Young,,13.5893713463933,14,72.5,19.667,3.667,3.833,7,1.167,4.167,0.833,316,4.5,1
Fremantle,Luke Jackson,,14.5372672386357,16.031,77.846,19,2.615,5.154,12,0.923,2.231,0.923,196,5,1
Fremantle,Caleb Serong,,14.807021095138,15.04,79.4,24.9,2.6,4.5,5,0.5,4.7,1.7,401.2,6.3,1
Geelong,Harley Barker,,5.71701389189729,,,,,,,,,,,,1
Geelong,Jacob Molier,,5.71701389189729,,,,,,,,,,,,1
Geelong,Jay Polkinghorne,,5.71701389189729,,,,,,,,,,,,1
Geelong,Joe Pike,,5.71701389189729,,,,,,,,,,,,1
Geelong,Lennox Hofmann,,5.71701389189729,,,,,,,,,,,,1
Geelong,Keighton Matofai-Forbes,,5.71701389189729,,,,,,,,,,,,1
Geelong,Nicholas Driscoll,,5.71701389189729,,,,,,,,,,,,1
Geelong,Jesse Mellor,,5.71701389189729,,,,,,,,,,,,1
Geelong,Hunter Holmes,,5.71701389189729,,,,,,,,,,,,1
Geelong,Cillian Burke,,5.71701389189729,,,,,,,,,,,,1
Geelong,Jake Kolodjashnij,,6.54047533106853,7.2,76.75,12.125,4.125,1,1,0.125,0.75,2,145.375,0.125,1
Geelong,Oliver Henry,,6.77091799709778,6.754,81.154,11.077,3.154,1.692,23,1.769,2.692,0.077,205.154,0.538,1
Geelong,Mark O'Connor,,6.86045416681079,7.4,79.75,14.5,4.833,2.25,3,0.25,1.583,1.833,194.5,0.917,1
Geelong,Jack Martin,,7.01224367045299,5.908,70.75,11.833,4.5,2.667,14,1.167,1.333,0.167,166,0.833,1
Geelong,Jed Bews,,7.04314430391965,,,,,,,,,,,,1
Geelong,Oliver Wiltshire,,7.06275516417196,6.667,75.833,10.333,1.5,1.167,5,0.833,3.167,0.5,216.667,0.667,1
Geelong,George Stevens,,7.17766965399855,4.6,60,11,2,4,0,0.0,1,0,89,2,1
Geelong,Jack Henry,,7.2108060973944,6.45,84,9.7,4.2,1.1,5,0.5,0.9,1,111.9,0.1,1
Geelong,Mitch Knevitt,,7.83266385313636,7.4,77,11,3,0,1,1.0,1,0,194,0,1
Geelong,Jhye Clark,,7.90454624458906,6.3,62,11.667,1.667,2.333,2,0.667,2.667,0,227.333,1.333,1
Geelong,Oisin Mullin,,7.99347784136743,8.15,79.643,13.786,3.071,3.857,1,0.071,1.857,1.286,225.643,2.286,1
Geelong,Brad Close,,8.00840136017623,8.1,78.1,8.9,2,2.3,8,0.8,2.3,0,139.4,0.1,1
Geelong,Zach Guthrie,,8.08268693272195,7.957,77,16.714,5.143,2.714,1,0.071,1.071,2.786,271,0.714,1
Geelong,Mitchell Edwards,,8.28643619370784,7.109,60.364,8.545,0.818,2.182,0,0.0,1.727,0.273,88.545,2.273,1
Geelong,Tanner Bruhn,,8.32361564824522,6.385,69.769,21.308,4.769,3.231,0,0.0,3.462,2.154,347.769,1.692,1
Geelong,Mark Blicavs,,8.54410089170421,6.8,71.273,12.818,2.273,3,1,0.091,1.091,0.727,153.545,2,1
Geelong,Rhys Stanley,,8.58539200030753,15.4,66,17,3,3,0,0.0,4,0,240,3,1
Geelong,Sam De Koning,,8.68679382153608,9.238,73,14.462,4.154,1.846,1,0.077,1.231,1.538,165.769,1.923,1
Geelong,Shannon Neale,,8.76941263904642,10.121,88.571,10.571,4.357,2.571,25,1.786,2.357,0.143,209.143,1,1
Geelong,Connor O'Sullivan,,9.06675352960652,8.814,91.429,16,6.643,1.643,1,0.071,1,3.5,282.571,0.143,1
Geelong,Tyson Stengle,,9.23266857836852,,,,,,,,,,,,1
Geelong,Patrick Dangerfield,,9.56193566699736,7.97,67.3,14.9,3.1,1.3,12,1.2,2.7,0.2,251.7,2,1
Geelong,Lawson Humphries,,10.0596242901116,10.815,81.154,20.231,5.923,2.385,3,0.231,2.385,3.923,444.385,0.462,1
Geelong,Toby Conway,,10.0609203085257,,,,,,,,,,,,1
Geelong,Tom Stewart,,10.070678702732,10.415,81.154,20.769,5,1.615,1,0.077,0.769,6.385,431.154,0.538,1
Geelong,James Worpel,,10.126939701192,9.85,70,17.5,2.833,5.5,3,0.5,5,1.333,283.167,5.667,1
Geelong,Jeremy Cameron,,10.3473701935344,11.408,90.231,15.231,7,1.154,37,2.846,3.077,0.231,368.923,0.154,1
Geelong,Oliver Dempsey,,10.430247404256,10,87.214,18.5,4.857,1.857,15,1.071,2.643,1.429,281.714,1,1
Geelong,Jack Bowes,,10.4329059779908,10.443,69.571,18.857,4,2.429,7,1.0,3.286,1.143,339.714,1,1
Geelong,Gryan Miers,,10.5416491791335,7.656,79.111,22.778,5.667,2.667,0,0.0,3.111,1.667,304,1,1
Geelong,Tom Atkins,,11.1501538773423,10.371,73.214,18.286,1.571,6.5,2,0.143,2.929,1,187.5,3.571,1
Geelong,Shaun Mannagh,,11.8705948198348,12.379,80.357,15.857,2.357,2.357,21,1.5,4.714,0.429,364.286,2.214,1
Geelong,Bailey Smith,,14.3635334178071,15.814,83.857,32.286,4.143,5,6,0.429,6.857,2.786,631.929,5.5,1
Geelong,Max Holmes,,14.5390161697291,14.179,80.5,29.357,5.286,3.143,4,0.286,4.643,4.786,572.357,3.929,1
Gold Coast,Lachlan Gulbin,,4.32394625184748,4.463,74.875,10.75,2.375,2.125,3,0.375,2.125,0.625,175.25,0,1
Gold Coast,Ben Jepson,,4.64291728809803,2.9,70.5,8.5,3,2.5,0,0.0,1,0.5,141,0.5,1
Gold Coast,Ethan Read,,4.75256982239174,3.822,74.444,10.222,3.333,1.444,9,1.0,1.111,0.222,126.333,0.556,1
Gold Coast,Jai Murray,,5.03069896929231,3.3,69,14,5.5,1.5,0,0.0,2.5,1,260.5,0,1
Gold Coast,Jed Walter,,5.39961672554621,5.787,72.375,8.125,3.5,1.125,15,1.875,1.5,0.25,167.875,0.125,1
Gold Coast,Oscar Adams,,5.42957291243355,6.14,73.8,10.5,3.7,1.4,0,0.0,0.5,0.9,100.3,0,1
Gold Coast,Caleb Lewis,,5.71701389189729,,,,,,,,,,,,1
Gold Coast,Max Knobel,,5.71701389189729,,,,,,,,,,,,1
Gold Coast,Asher Eastham,,5.71701389189729,,,,,,,,,,,,1
Gold Coast,Cooper Bell,,5.71701389189729,,,,,,,,,,,,1
Gold Coast,Avery Thomas,,5.71701389189729,,,,,,,,,,,,1
Gold Coast,Beau Addinsall,,5.71701389189729,,,,,,,,,,,,1
Gold Coast,Koby Coulson,,5.71701389189729,,,,,,,,,,,,1
Gold Coast,Dylan Patterson,,5.71701389189729,,,,,,,,,,,,1
Gold Coast,Zak Evans,,5.71701389189729,,,,,,,,,,,,1
Gold Coast,Zeke Uwland,,5.88426075328235,5.39,69.8,12.3,2.9,1.1,6,0.6,2.4,1.6,294.6,0.3,1
Gold Coast,Jamarra Ugle-Hagan,,6.19720058758658,1.267,66.667,5.667,2.667,0.667,4,1.333,1,0,139,0,1
Gold Coast,Jy Farrar,,6.36562280529033,1,63,7,2,2,1,0.5,1,0,65,0,1
Gold Coast,Nick Holman,,6.50714818340276,6.45,77,11,2,2,0,0.0,1.5,0.5,143.5,0,1
Gold Coast,Charlie Ballard,,6.60030663409918,4.6,69.4,10,4.2,0.8,0,0.0,0.2,1.4,90.2,0.2,1
Gold Coast,Ben Long,,6.94701771162298,7.908,79,10.833,2.833,2.167,15,1.25,2.417,0.167,175.583,0.333,1
Gold Coast,Ben King,,6.99814573957568,8.215,89,7.538,3.769,0.462,41,3.154,0.846,0,159.769,0.077,1
Gold Coast,Elliott Himmelberg,,7.25510013579865,,,,,,,,,,,,1
Gold Coast,Jake Rogers,,7.30487590412195,7.88,61.8,9.8,1.4,2.4,3,0.6,1.4,0.2,115,0.6,1
Gold Coast,Sam Clohesy,,7.88982778169908,7.025,73.875,15.875,4.375,2.625,2,0.25,2,0.875,290,0.625,1
Gold Coast,Will Graham,,8.09205276337855,6.382,70.364,11.273,2.545,3.273,5,0.455,2.727,0.273,180,1.182,1
Gold Coast,Caleb Graham,,8.45112304347505,,,,,,,,,,,,1
Gold Coast,Leonardo Lombard,,8.78405949430847,7.862,79.231,14.077,2.923,2.538,7,0.538,2.923,0.231,201.462,0.769,1
Gold Coast,Lachie Weller,,9.12252824856216,9.891,68.818,14.455,2.909,2,5,0.455,2.545,1.364,322.909,1,1
Gold Coast,Daniel Rioli,,9.17353024060196,8.723,82.385,21,4.154,2.462,2,0.154,2.769,3.077,390.462,0.462,1
Gold Coast,Joel Jeffrey,,9.42271159298647,9.317,70.5,18.333,5.583,1.833,4,0.333,2.917,3.167,391.5,0.917,1
Gold Coast,Bailey Humphrey,,9.49628287605134,7.52,81.4,13,3.4,3.3,8,0.8,4.1,0.2,310.2,1,1
Gold Coast,Wil Powell,,9.58506265637951,10.875,81.083,17.083,5.083,4.167,4,0.333,2.75,3.417,398.333,1.167,1
Gold Coast,Mac Andrew,,9.91808330540432,11.277,88.077,17.308,6.538,1.692,1,0.077,1.538,3.077,300.462,0.538,1
Gold Coast,John Noble,,10.1226192656104,11.862,83.308,27,6.846,1.769,7,0.538,2.692,6.538,565.231,0.462,1
Gold Coast,Alex Davies,,10.3871094531639,8.617,58.167,16.167,1,4.5,3,0.5,2.833,0.667,165.167,2.5,1
Gold Coast,Ned Moyle,,10.4220036213095,9.733,79.833,10.667,2.5,2.667,4,0.667,2.167,0.5,160.5,1.167,1
Gold Coast,Sam Collins,,10.6238678232515,9.969,93.846,14.846,6.615,1.385,0,0.0,0.385,2.923,178.154,0.077,1
Gold Coast,Jarrod Witts,,10.9288612949771,9.95,70.9,11.2,1.8,2.2,1,0.1,2.1,1.1,171.7,3.9,1
Gold Coast,Bodhi Uwland,,11.4113162816501,13.215,86.538,23.923,6.385,1.538,1,0.077,1.462,3.769,418.846,0.692,1
Gold Coast,Touk Miller,,12.8608768783101,12.415,80.769,25,3.923,3.615,6,0.462,3.615,1.769,357.769,3.462,1
Gold Coast,Matt Rowell,,14.1461555446972,11.875,82.375,24.25,1.75,5.875,3,0.375,4,1.375,321.125,6.375,1
Gold Coast,Noah Anderson,,14.8298888782989,13.408,85.333,27.333,4.833,3.333,4,0.333,5.417,3.583,566.5,5.25,1
Gold Coast,Christian Petracca,,15.8733833493169,18.973,81.091,25.273,3.545,3.091,17,1.545,5.636,0.545,418.909,6,1
Hawthorn,Bodie Ryan,,3.99384195935892,3.2,75.25,10.5,3.75,1.25,0,0.0,0.75,0.75,185.75,0.25,1
Hawthorn,Cameron Nairn,,4.26266163854651,2.6,71,13.333,3.333,0.667,0,0.0,0.333,1,121,0,1
Hawthorn,Max Ramsden,,5.14701850279973,3.75,79,9.5,3,0.5,1,0.5,0.5,0,47,0.5,1
Hawthorn,William McCabe,,5.14735061560653,3.2,63,6,4,0,1,1.0,2,0,133,0,1
Hawthorn,Jack Dalton,,5.39529038634605,2.95,60.5,10,2,3.5,0,0.0,1,0.5,142,0.5,1
Hawthorn,Flynn Perez,,5.39543674400119,6.12,73.4,11.4,1.8,4.2,0,0.0,1.2,0.2,147.8,0.2,1
Hawthorn,Sam Butler,,5.49891898419908,4.871,71.714,11.857,3.571,3.714,4,0.571,2.143,0.571,193.286,0.857,1
Hawthorn,Matthew LeRay,,5.71701389189729,,,,,,,,,,,,1
Hawthorn,Cody Anderson,,5.71701389189729,,,,,,,,,,,,1
Hawthorn,Noah Mraz,,5.71701389189729,,,,,,,,,,,,1
Hawthorn,Max Beattie,,5.71701389189729,,,,,,,,,,,,1
Hawthorn,Aidan Schubert,,5.71701389189729,,,,,,,,,,,,1
Hawthorn,Oliver Greeves,,5.71701389189729,,,,,,,,,,,,1
Hawthorn,Jaime Uhr-Henry,,5.71701389189729,,,,,,,,,,,,1
Hawthorn,Matt Hill,,5.71701389189729,,,,,,,,,,,,1
Hawthorn,James Blanck,,6.17326899643169,,,,,,,,,,,,1
Hawthorn,Finn Maginness,,6.27771278427459,6.96,74.6,14.6,2,2.2,2,0.4,0.6,1.2,128.4,0.6,1
Hawthorn,Calsher Dear,,6.75327296611547,4.85,75.5,9,3.75,3,3,0.75,1.75,0.25,118.75,0,1
Hawthorn,Mitch Lewis,,7.11649129583185,8.008,79.846,12.692,6,1.462,20,1.538,2.385,0,202.231,0.308,1
Hawthorn,Bailey Macdonald,,7.45565902774546,7.6,79.333,13.667,3.333,1.333,0,0.0,0.333,1.667,147,0,1
Hawthorn,Harry Morrison,,7.75749002347967,4.467,81,17,5.333,3,1,0.333,2.667,1.333,288,0.667,1
Hawthorn,Henry Hustwaite,,7.89371649536774,8.2,71,19,1,3,0,0.0,1,1,170,6,1
Hawthorn,Mabior Chol,,8.43627000924031,7.65,67.25,9,4.375,2.125,13,1.625,2,0,179.375,1.375,1
Hawthorn,Jack Ginnivan,,8.55936014821687,8.592,82.615,19.615,6.154,2.154,10,0.769,4.538,1.154,347.385,1.154,1
Hawthorn,Jack Scrimshaw,,8.79668817048286,6.717,78.833,17.333,4.667,1.5,0,0.0,0.333,3.167,216.5,0.333,1
Hawthorn,Jack Gunston,,8.84948276218258,11.122,82.556,11.222,6,0.889,35,3.889,1.222,0,257,0.222,1
Hawthorn,Tom Barrass,,9.07687594258329,9.333,77.333,9.778,4.556,1,1,0.111,0.667,2.222,132.778,0,1
Hawthorn,Karl Amon,,9.17530226138077,8.5,81.333,23.417,5.917,1.917,0,0.0,2.833,4.25,498.667,0.5,1
Hawthorn,Blake Hardwick,,9.2091063876095,9.7,90.385,16.385,5.692,2.308,8,0.615,1.154,2.462,252.385,0.462,1
Hawthorn,Jarman Impey,,9.23234367181859,10.085,81.538,23.769,7.615,1.692,1,0.077,3.385,4.692,481.231,0.846,1
Hawthorn,Conor Nash,,9.30401518416289,9.85,74.4,19.1,2.1,5.3,2,0.2,2,1.4,206,5.5,1
Hawthorn,Connor Macdonald,,9.57826648172365,10.831,78.923,20.846,4.462,3.385,10,0.769,4.923,0.846,331.615,2,1
Hawthorn,Josh Battle,,9.7169975896878,9.846,95.692,20.462,7.385,1.462,0,0.0,1.231,4.923,358.692,0.308,1
Hawthorn,Josh Weddle,,9.93712251702363,8.454,85.769,15.769,4.923,2.538,5,0.385,3,2.385,331.692,0.538,1
Hawthorn,Cam Mackenzie,,10.0843458905866,9.455,71.818,21.091,2.727,4,1,0.091,2.909,0.727,267.364,3.182,1
Hawthorn,Dylan Moore,,10.1439461000111,9.467,86.667,18.75,4.167,2.583,11,0.917,2.75,0.333,251,0.833,1
Hawthorn,Massimo D'Ambrosio,,10.2201647493881,10.885,81.385,20.385,5,2.769,4,0.308,4,1.462,469.538,1.154,1
Hawthorn,Lloyd Meek,,10.2451431328932,7.531,54,11.077,2.308,3.077,3,0.231,1.385,0.692,105.923,3,1
Hawthorn,James Sicily,,10.5757561591256,11.983,90.583,22.167,8,2.417,0,0.0,2.417,5.083,366.167,0.333,1
Hawthorn,Josh Ward,,10.8423470338792,10.185,77,22.231,4.154,3.231,0,0.0,3.615,1.077,275.923,2.923,1
Hawthorn,Ned Reeves,,11.2519044429079,9.45,54.25,7.917,0.917,2.5,5,0.417,1.417,0.25,117.333,3.083,1
Hawthorn,Nick Watson,,12.9611186413226,16.446,80.154,14.077,2.462,2.231,33,2.538,2.769,0.077,252,1.385,1
Hawthorn,Will Day,,12.985418768713,14.6,64.5,21.5,4,5.5,1,0.5,3,2,302.5,6,1
Hawthorn,Jai Newcombe,,13.4973168130085,14.215,79.615,26.231,2.769,4.154,4,0.308,3.615,1.769,336.154,7.692,1
Adelaide,Sid Draper,,4.33522481623442,,,,,,,,,,,,1
Adelaide,Toby Murray,,5.13933511532694,4.412,59.125,7.5,3.375,2.125,6,0.75,1,0.375,154.875,0.75,1
Adelaide,Hugh Bond,,5.15355025781973,4.257,83.429,11,3.143,2.429,0,0.0,0.714,2.286,161.143,0.571,1
Adelaide,Max Michalanney,,5.3412615802108,5.154,81.615,14.308,5.154,2.462,0,0.0,1.308,2.846,244.231,0.308,1
Adelaide,Finnbar Maley,,5.55067785949037,5.1,62.2,7,3,2.4,3,0.6,1.2,0.2,84.2,0.4,1
Adelaide,Darcy Fogarty,,5.6207025358454,4.257,79.857,10.429,4.143,2.714,8,1.143,1.429,0,186.714,0.143,1
Adelaide,Tyler Welsh,,5.71701389189729,,,,,,,,,,,,1
Adelaide,Oscar Ryan,,5.71701389189729,,,,,,,,,,,,1
Adelaide,Mitchell Marsh,,5.71701389189729,,,,,,,,,,,,1
Adelaide,Archie Ludowyke,,5.71701389189729,,,,,,,,,,,,1
Adelaide,Indy Cotton,,5.71701389189729,,,,,,,,,,,,1
Adelaide,Jordon Butts,,6.00584779236601,6.1,86.222,11.222,4.444,0.556,1,0.111,0.667,2.333,151.333,0.444,1
Adelaide,Luke Pedlar,,6.23762888814152,5.69,67.3,9.5,2.9,2.1,8,0.8,1.7,0.4,161.5,0.4,1
Adelaide,Callum Ah Chee,,6.24726070054094,4.6,66.75,10.5,3.25,1.25,3,0.75,2.25,0.25,153.25,1,1
Adelaide,Chayce Jones,,6.26664178575575,5.6,85,11.667,2.333,1.667,0,0.0,0.667,2.667,199.333,0,1
Adelaide,Charlie Edwards,,6.45020972991358,6.25,73,15,3,2,0,0.0,2.5,0,340,2.5,1
Adelaide,Billy Dowling,,6.7055132117562,,,,,,,,,,,,1
Adelaide,Hugo Hall-Kahan,,7.05615240992328,8.65,67.5,19.5,2.5,1,0,0.0,4,4,357.5,1,1
Adelaide,Nick Murray,,7.31095227124794,8.344,92.222,12.222,4,2,2,0.222,1.111,4.333,260.111,0.222,1
Adelaide,Lachlan Sholl,,7.35700382291446,,,,,,,,,,,,1
Adelaide,Taylor Walker,,7.81338785779753,9.012,71.5,10,4.25,1.75,13,1.625,2.125,0.125,238.125,0.125,1
Adelaide,Luke Nankervis,,7.83561251705295,7.5,67.714,12.714,1.857,2.571,2,0.286,0.714,1,158.857,0.714,1
Adelaide,Isaac Cumming,,7.8602450705027,8.678,76.222,14.889,4.222,2.667,5,0.556,2.111,1.778,272.889,0.889,1
Adelaide,James Borlase,,8.16034805818656,8.887,91.875,10.875,4,1.625,0,0.0,0.5,1.875,139.625,0,1
Adelaide,Zac Taylor,,8.27551974388328,8.782,73.818,12.273,4.091,3,8,0.727,2.636,0.364,225.818,0.364,1
Adelaide,Mitchell Hinge,,8.64668492364438,8.3,37,10,1,1,0,0.0,1,1,231,1,1
Adelaide,Rory Laird,,8.94630280118958,7.864,81.091,25.091,6.636,2.273,0,0.0,1.455,3.545,302.545,0.909,1
Adelaide,Jake Soligo,,9.35196659419413,8.3,71.182,16.455,2.818,4,6,0.545,2.636,1.182,227.727,2.182,1
Adelaide,Alex Neal-Bullen,,9.37950527067296,8.358,84.583,17.167,4.333,3.583,8,0.667,3,0.833,282.75,1.167,1
Adelaide,Brayden Cook,,9.38147402100206,10.785,81.538,17.308,4.769,2.077,7,0.538,3.077,2.385,378.231,1,1
Adelaide,Josh Rachele,,9.403350222604,11.131,82.154,18.615,3.615,3.154,22,1.692,3.769,1.154,340.615,2.538,1
Adelaide,Reilly O'Brien,,9.6366481580476,-1.6,35,3,1,1,0,0.0,0,0,36,2,1
Adelaide,Josh Worrell,,9.75246096477791,10.408,87.769,23.692,6.154,1.692,0,0.0,1.615,5.769,473.154,0.538,1
Adelaide,Ben Keays,,10.1519069271453,10.962,87.231,15.385,2.692,2.769,16,1.231,2.538,0.385,206.231,1.077,1
Adelaide,James Peatling,,10.153736581215,10.9,71.692,20.538,3,5.231,4,0.308,2.615,1.538,291.615,4.231,1
Adelaide,Daniel Curtin,,10.1725057941913,9.367,80.667,13.167,4.667,3.333,1,0.167,2.667,1.333,264.667,1.667,1
Adelaide,Wayne Milera,,10.185149098554,11.877,80.846,25.923,5.385,2.385,1,0.077,2.231,5.385,448.462,1.385,1
Adelaide,Mark Keane,,10.4050704388214,,,,,,,,,,,,1
Adelaide,Lachlan McAndrew,,11.1256833139042,11.523,71.615,11.769,2.385,4.615,4,0.308,2.231,0.923,165.385,4.538,1
Adelaide,Riley Thilthorpe,,11.2113572848108,9.173,85,13.182,5.182,1.636,17,1.545,2.636,0.091,272.091,1.182,1
Adelaide,Sam Berry,,11.6918552266835,12.669,72.846,22.846,2.154,7.538,2,0.154,3.462,1.385,349.846,5.154,1
Adelaide,Izak Rankine,,12.2688200628744,11.68,77.5,19.9,3.4,4.1,11,1.1,4.1,1.3,377.8,3.2,1
Adelaide,Jordan Dawson,,15.3401112142934,19.67,83.3,25.8,5.8,5.8,15,1.5,4.9,2.4,471.6,3.7,1
Melbourne,Jack Henderson,,4.20669669718652,,,,,,,,,,,,1
Melbourne,Aidan Johnson,,4.24284293485723,,,,,,,,,,,,1
Melbourne,Matthew Jefferson,,4.99461646822551,5.414,82.143,8.429,3,1.714,7,1.0,1.429,0,130.571,0,1
Melbourne,Luker Kentfield,,5.1714281538951,2.25,63.5,4.5,2.5,3,1,0.5,0.5,0.5,157,0,1
Melbourne,Lukas Cooke,,5.41263059231179,0.7,32,7,4,0,0,0.0,1,1,102,0,1
Melbourne,Oscar Berry,,5.71701389189729,,,,,,,,,,,,1
Melbourne,Max Mapley,,5.71701389189729,,,,,,,,,,,,1
Melbourne,Ricky Mentha,,5.71701389189729,,,,,,,,,,,,1
Melbourne,Riley Onley,,5.71701389189729,,,,,,,,,,,,1
Melbourne,Kalani White,,5.71701389189729,,,,,,,,,,,,1
Melbourne,Thomas Matthews,,5.71701389189729,,,,,,,,,,,,1
Melbourne,Xavier Taylor,,5.76531790176699,5.35,71,7.5,1,2.5,0,0.0,1,2.5,99.5,0.5,1
Melbourne,Joel Fitzgerald,,5.77318857606333,5.4,68,26,3,3,0,0.0,3,2,196,5,1
Melbourne,Paddy Cross,,5.80152968729931,6.45,73,8.375,2.125,2.75,6,0.75,1.875,0.5,176.5,0.625,1
Melbourne,Jed Adams,,5.91082609875191,,,,,,,,,,,,1
Melbourne,Andy Moniz-Wakefield,,5.99740857124725,3.2,38,7.5,1.5,2.5,1,0.5,2,0.5,93,0.5,1
Melbourne,Latrelle Pickett,,6.05336648137841,4.767,68.75,9.25,1.917,1,5,0.417,2.417,0.417,183.75,1.083,1
Melbourne,Brody Mihocek,,6.14531000638188,6.05,70,7.1,3.9,1.1,16,1.6,1.6,0.1,164.4,0.2,1
Melbourne,Bailey Laurie,,6.58151125990588,5.467,65.333,13.778,3,2.333,4,0.444,3.222,1.111,255,1,1
Melbourne,Jacob van Rooyen,,6.67496108454567,6.243,82,10.786,4.071,1.143,21,1.5,1.643,0.071,187.357,0.571,1
Melbourne,Changkuoth Jiath,,6.7605374559286,5.513,67,14.125,5.5,1.625,0,0.0,1.625,2.875,236.875,0.125,1
Melbourne,Harrison Petty,,6.78650858411738,6.454,85.615,10.077,4.615,2.769,8,0.615,1.077,0.846,148.077,0.154,1
Melbourne,Jake Melksham,,7.14920758530496,6.2,78.333,8,3,0.667,6,2.0,1.667,0,122.667,0,1
Melbourne,Blake Howes,,7.20412805741781,7.171,81.714,15.214,5.071,2.143,0,0.0,1,2.357,211.643,0.214,1
