captured_datetime,match_datetime,game,player,market,type,line,best_price,bookie,qi,bet_size,final_stat,bucket,stat,pred,gap,support,win,profit,stake
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Jack Gunston,Goal Scorer Anytime,Over,0.5,1.07,PointsBet (AU),84.9,$115,4,Goals,Goals_Avg,4.0665000000000004,3.5665000000000004,Wheelo strong support,True,8.050000000000008,115.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Jack Gunston,Goals Scored Over,Over,2.5,2.25,TAB,84.9,$30,4,Goals,Goals_Avg,4.0665000000000004,1.5665000000000004,Wheelo strong support,True,37.5,30.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Xavier O'Halloran,Disposals Over,Over,14.5,2.00,Dabble AU,84.9,$30,9,Disposals,Disposals,15.086500000000001,0.5865000000000009,Wheelo neutral,False,-30.0,30.0
2026-03-02 11:51:47,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Joel Jeffrey,Disposals Over,Over,14.5,1.33,Dabble AU,84.7,$55,22,Disposals,Disposals,20.8265,6.326499999999999,Wheelo strong support,True,18.150000000000006,55.0
2026-03-02 11:51:47,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Tom Atkins,Disposals Over,Over,19.5,1.85,Dabble AU,84.5,$35,26,Disposals,Disposals,21.5065,2.006499999999999,Wheelo lean support,True,29.750000000000004,35.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Dylan Moore,Disposals Over,Over,19.5,1.85,Dabble AU,84.5,$35,13,Disposals,Disposals,21.0335,1.5335,Wheelo lean support,False,-35.0,35.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Jack Ginnivan,Goal Scorer Anytime,Over,0.5,1.45,TAB,84.2,$45,2,Goals,Goals_Avg,1.08,0.5800000000000001,Wheelo strong support,True,20.249999999999996,45.0
2026-03-02 11:51:47,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Ben King,Goals Scored Over,Over,2.5,2.20,TAB,83.8,$30,4,Goals,Goals_Avg,4.0865,1.5865,Wheelo strong support,True,36.00000000000001,30.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Jesse Hogan,Goals Scored Over,Over,1.5,1.55,TAB,83.3,$45,3,Goals,Goals_Avg,1.6035,0.10349999999999993,Wheelo lean support,True,24.750000000000004,45.0
2026-03-02 11:51:47,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Jack Martin,Goals Scored Over,Over,1.5,2.90,TAB,83.2,$25,0,Goals,Goals_Avg,1.2109,-0.2890999999999999,Wheelo strong against,False,-25.0,25.0
2026-03-02 11:51:47,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Gryan Miers,Disposals Over,Over,19.5,1.85,Dabble AU,83.0,$35,28,Disposals,Disposals,23.88,4.379999999999999,Wheelo strong support,True,29.750000000000004,35.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Joshua Weddle,Goal Scorer Anytime,Over,0.5,2.40,PointsBet (AU),81.3,$30,0,Goals,Goals_Avg,,,No Wheelo match,False,-30.0,30.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Lachlan Ash,Disposals Over,Over,24.5,1.45,TAB,80.9,$45,20,Disposals,Disposals,,,No Wheelo match,False,-45.0,45.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Harry Rowston,Disposals Over,Over,14.5,1.28,Dabble AU,80.7,$60,15,Disposals,Disposals,12.05,-2.4499999999999993,Wheelo lean against,True,16.8,60.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,James Sicily,Goal Scorer Anytime,Over,0.5,3.00,PointsBet (AU),80.6,$25,0,Goals,Goals_Avg,0.0,-0.5,Wheelo strong against,False,-25.0,25.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Callum Brown,Goal Scorer Anytime,Over,0.5,1.58,TAB,80.5,$40,1,Goals,Goals_Avg,0.7665,0.26649999999999996,Wheelo strong support,True,23.200000000000003,40.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Connor Idun,Disposals Over,Over,14.5,1.62,Dabble AU,80.3,$40,13,Disposals,Disposals,17.38,2.879999999999999,Wheelo lean support,False,-40.0,40.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Jake Stringer,Goal Scorer Anytime,Over,0.5,1.36,PointsBet (AU),80.2,$50,5,Goals,Goals_Avg,1.8249,1.3249,Wheelo strong support,True,18.000000000000004,50.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Jarman Impey,Disposals Over,Over,19.5,1.75,Dabble AU,80.1,$35,18,Disposals,Disposals,20.54,1.0399999999999991,Wheelo lean support,False,-35.0,35.0
2026-03-02 11:51:47,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Jake Stringer,Goals Scored Over,Over,1.5,2.30,TAB,79.8,$30,5,Goals,Goals_Avg,1.8249,0.32489999999999997,Wheelo strong support,True,38.99999999999999,30.0
2026-03-02 11:51:47,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Shannon Neale,Goal Scorer Anytime,Over,0.5,1.31,PointsBet (AU),79.7,$55,1,Goals,Goals_Avg,2.0138,1.5137999999999998,Wheelo strong support,True,17.050000000000004,55.0
2026-03-02 11:51:47,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Shaun Mannagh,Disposals Over,Over,14.5,1.33,Dabble AU,79.6,$55,10,Disposals,Disposals,17.0535,2.5534999999999997,Wheelo lean support,False,-55.0,55.0
