captured_datetime,match_datetime,game,player,market,type,line,best_price,bookie,qi,bet_size,final_stat,bucket,stat,pred,gap,support,win,profit,stake
2026-03-06 07:50:18,2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Josh Dunkley,Tackles Over,Over,9.5,1.74,Unibet,68.7,$35,6,Tackles,Tackles,8.85,-0.6500000000000004,Wheelo lean against,False,-35.0,35.0
2026-03-06 07:50:18,2026-03-08 19:20:00,St Kilda Saints v Collingwood Magpies,Scott Pendlebury,Tackles Over,Over,3.5,1.57,SportsBet,68.4,$40,4,Tackles,Tackles,3.1178,-0.3822000000000001,Wheelo neutral,True,22.800000000000004,40.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Ben Long,Tackles Over,Over,2.5,2.12,Unibet,67.8,$30,5,Tackles,Tackles,2.5865,0.08650000000000002,Wheelo neutral,True,33.6,30.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Bradley Close,Tackles Over,Over,1.5,1.19,TAB,67.8,$70,0,Tackles,Tackles,,,No Wheelo match,False,-70.0,70.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Daniel Rioli,Tackles Over,Over,2.5,1.87,Unibet,67.5,$35,3,Tackles,Tackles,2.08,-0.41999999999999993,Wheelo neutral,True,30.450000000000003,35.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Bodhi Uwland,Marks Over,Over,5.5,1.77,SportsBet,67.5,$35,3,Marks,Marks,7.3065,1.8064999999999998,Wheelo strong support,False,-35.0,35.0
2026-03-06 07:50:18,2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Ed Richards,Tackles Over,Over,3.5,2.30,SportsBet,67.4,$30,4,Tackles,Tackles,3.38,-0.1200000000000001,Wheelo neutral,True,38.99999999999999,30.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Ben King,Marks Over,Over,3.5,1.81,SportsBet,67.2,$35,2,Marks,Marks,3.5335,0.033500000000000085,Wheelo neutral,False,-35.0,35.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Wil Powell,Tackles Over,Over,5.5,2.15,Unibet,67.1,$30,5,Tackles,Tackles,5.2135,-0.2865000000000002,Wheelo neutral,False,-30.0,30.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Oliver Henry,Disposals Over,Over,9.5,1.75,TAB,66.9,$35,9,Disposals,Disposals,8.642857142857142,-0.8571428571428577,Wheelo neutral,False,-35.0,35.0
2026-03-06 07:50:18,2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Charlie Cameron,Tackles Over,Over,3.5,2.88,Unibet,66.6,$25,5,Tackles,Tackles,3.2199999999999998,-0.28000000000000025,Wheelo neutral,True,47.0,25.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Gryan Miers,Tackles Over,Over,3.5,2.03,SportsBet,66.6,$30,4,Tackles,Tackles,3.9335,0.4335,Wheelo neutral,True,30.899999999999995,30.0
2026-03-06 07:50:18,2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Oscar Allen,Tackles Over,Over,1.5,1.40,Unibet,66.3,$50,0,Tackles,Tackles,0.28571428571428575,-1.2142857142857142,Wheelo strong against,False,-50.0,50.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Oscar Adams,Disposals Over,Over,9.5,1.61,SportsBet,65.6,$40,12,Disposals,Disposals,7.4358,-2.0641999999999996,Wheelo lean against,True,24.400000000000006,40.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Thomas Stewart,Marks Over,Over,7.5,2.05,TAB,65.5,$30,2,Marks,Marks,,,No Wheelo match,False,-30.0,30.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Ollie Dempsey,Marks Over,Over,3.5,1.71,SportsBet,64.9,$40,4,Marks,Marks,,,No Wheelo match,True,28.4,40.0
2026-03-06 07:50:18,2026-03-08 19:20:00,St Kilda Saints v Collingwood Magpies,Steele Sidebottom,Tackles Over,Over,3.5,2.65,SportsBet,64.9,$25,1,Tackles,Tackles,1.9344000000000001,-1.5655999999999999,Wheelo strong against,False,-25.0,25.0
2026-03-06 07:50:18,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Jarman Impey,Tackles Over,Over,1.5,1.40,Unibet,64.3,$50,3,Tackles,Tackles,2.6465,1.1465,Wheelo strong support,True,19.999999999999996,50.0
2026-03-06 07:50:18,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Xavier O'Halloran,Goals Scored Over,Over,0.5,2.55,Bet Right,64.2,$25,0,Goals,Goals_Avg,0.3865,-0.11349999999999999,Wheelo lean against,False,-25.0,25.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Oliver Henry,Tackles Over,Over,1.5,1.26,TAB,64.1,$60,1,Tackles,Tackles,1.0714285714285714,-0.4285714285714286,Wheelo neutral,False,-60.0,60.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Jy Farrar,Marks Over,Over,3.5,1.58,TAB,64.1,$40,0,Marks,Marks,2.855,-0.645,Wheelo lean against,False,-40.0,40.0
2026-03-06 07:50:18,2026-03-08 19:20:00,St Kilda Saints v Collingwood Magpies,Marcus Windhager,Tackles Over,Over,3.5,2.00,SportsBet,63.8,$30,1,Tackles,Tackles,1.9335,-1.5665,Wheelo strong against,False,-30.0,30.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Jy Farrar,Tackles Over,Over,1.5,1.20,TAB,63.4,$70,4,Tackles,Tackles,2.0300000000000002,0.5300000000000002,Wheelo lean support,True,13.999999999999996,70.0
2026-03-06 07:50:18,2026-03-08 19:20:00,St Kilda Saints v Collingwood Magpies,Alixzander Tauru,Tackles Over,Over,1.5,2.12,SportsBet,63.2,$30,1,Tackles,Tackles,,,No Wheelo match,False,-30.0,30.0
2026-03-06 07:50:18,2026-03-07 19:35:00,Brisbane Lions v Western Bulldogs,Will Ashcroft,Tackles Over,Over,3.5,1.44,SportsBet,63.0,$50,5,Tackles,Tackles,4.2700000000000005,0.7700000000000005,Wheelo lean support,True,21.999999999999996,50.0
2026-03-06 07:50:18,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Jake Riccardi,Tackles Over,Over,3.5,2.02,Unibet,63.0,$30,4,Tackles,Tackles,2.9535,-0.5465,Wheelo lean against,True,30.6,30.0
2026-03-06 07:50:18,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Xavier O'Halloran,Tackles Over,Over,3.5,1.80,SportsBet,62.6,$35,1,Tackles,Tackles,2.8335,-0.6665000000000001,Wheelo lean against,False,-35.0,35.0
2026-03-06 07:50:18,2026-03-06 20:05:00,Gold Coast Suns v Geelong Cats,Mark Blicavs,Marks Over,Over,3.5,2.30,SportsBet,62.4,$30,2,Marks,Marks,3.2665,-0.23349999999999982,Wheelo neutral,False,-30.0,30.0
2026-03-06 07:50:18,2026-03-07 16:15:00,Greater Western Sydney Giants v Hawthorn Hawks,Harry Morrison,Goal Scorer Anytime,Over,0.5,2.80,Dabble AU,62.3,$25,0,Goals,Goals_Avg,0.07142857142857144,-0.42857142857142855,Wheelo strong against,False,-25.0,25.0
